Gene.ID	Chrom	Gene.Name	Biotype	SRR3133925_nodiff_rep1	SRR3133926_nodiff_rep2	SRR3133927_nodiff_rep3	SRR3133928_diff_rep1	SRR3133929_diff_rep2	SRR3133930_diff_rep3
ENSG00000162836	1	ACP6	protein_coding	408	378	290	374	457	457
ENSG00000265107	1	GJA5	protein_coding	0	0	0	0	0	0
ENSG00000121634	1	GJA8	protein_coding	0	0	0	0	0	0
ENSG00000188092	1	GPR89B	protein_coding	123	137	107	69	84	94
ENSG00000263956	1	NBPF11	protein_coding	474	477	457	400	453	473
ENSG00000236334	1	PPIAL4G	protein_coding	0	0	0	0	1	0
ENSG00000270629	1	NBPF14	protein_coding	8	3	5	13	18	19
ENSG00000286019	1	AC239811.1	protein_coding	0	0	0	0	0	0
ENSG00000177144	1	NUDT4B	protein_coding	0	0	0	0	0	0
ENSG00000178104	1	PDE4DIP	protein_coding	465	387	396	393	514	516
ENSG00000269713	1	NBPF9	protein_coding	1630	1567	1348	933	1385	1361
ENSG00000286219	1	AC242843.1	protein_coding	8	13	7	5	16	7
ENSG00000286185	1	AC242842.3	protein_coding	0	0	0	0	0	0
ENSG00000271383	1	NBPF19	protein_coding	1	7	2	4	5	7
ENSG00000263464	1	PPIAL4C	protein_coding	0	0	0	0	0	0
ENSG00000150337	1	FCGR1A	protein_coding	1	3	0	8	5	1
ENSG00000203814	1	HIST2H2BF	protein_coding	41	40	33	42	80	65
ENSG00000183598	1	HIST2H3D	protein_coding	7	10	11	4	10	9
ENSG00000270882	1	HIST2H4A	protein_coding	2	0	0	2	1	1
ENSG00000203811	1	HIST2H3C	protein_coding	0	1	0	0	0	0
ENSG00000203812	1	HIST2H2AA3	protein_coding	1	1	0	0	1	0
ENSG00000272196	1	HIST2H2AA4	protein_coding	2	1	1	2	0	0
ENSG00000203852	1	HIST2H3A	protein_coding	0	1	0	0	0	2
ENSG00000270276	1	HIST2H4B	protein_coding	2	1	1	3	0	1
ENSG00000184678	1	HIST2H2BE	protein_coding	227	226	200	719	489	561
ENSG00000184260	1	HIST2H2AC	protein_coding	27	25	25	5	17	16
ENSG00000184270	1	HIST2H2AB	protein_coding	1	2	1	1	3	0
ENSG00000178096	1	BOLA1	protein_coding	340	315	265	299	294	235
ENSG00000159164	1	SV2A	protein_coding	4722	4584	4125	4237	5066	4633
ENSG00000143368	1	SF3B4	protein_coding	2840	2718	2327	2903	3291	3179
ENSG00000014914	1	MTMR11	protein_coding	57	59	51	577	549	438
ENSG00000264522	1	OTUD7B	protein_coding	1063	1049	937	1022	1265	1103
ENSG00000136631	1	VPS45	protein_coding	2395	2181	2072	1605	1831	1886
ENSG00000023902	1	PLEKHO1	protein_coding	1974	1919	1661	1196	1581	1312
ENSG00000143401	1	ANP32E	protein_coding	6482	5834	6155	2500	4260	3686
ENSG00000118298	1	CA14	protein_coding	60	86	60	138	123	121
ENSG00000117362	1	APH1A	protein_coding	6015	5816	5343	6737	6557	6152
ENSG00000118292	1	C1orf54	protein_coding	21	16	14	129	78	91
ENSG00000159208	1	CIART	protein_coding	59	58	66	47	48	47
ENSG00000266472	1	MRPS21	protein_coding	3659	3306	3173	4353	4572	4394
ENSG00000117360	1	PRPF3	protein_coding	1768	1762	1568	1527	2109	2165
ENSG00000163125	1	RPRD2	protein_coding	1812	1786	1772	1160	1468	1418
ENSG00000143374	1	TARS2	protein_coding	1658	1644	1291	1248	1500	1360
ENSG00000143369	1	ECM1	protein_coding	55	68	51	158	46	45
ENSG00000143382	1	ADAMTSL4	protein_coding	170	163	107	1990	1118	988
ENSG00000143384	1	MCL1	protein_coding	8125	7380	7057	5690	7098	6487
ENSG00000143420	1	ENSA	protein_coding	4464	4196	4059	2742	3234	3072
ENSG00000143457	1	GOLPH3L	protein_coding	675	621	600	516	725	640
ENSG00000143452	1	HORMAD1	protein_coding	2	0	2	3	1	1
ENSG00000163131	1	CTSS	protein_coding	74	57	53	224	87	74
ENSG00000143387	1	CTSK	protein_coding	209	210	150	423	432	360
ENSG00000143437	1	ARNT	protein_coding	1779	1761	1496	1720	2504	2209
ENSG00000283324	1	CTXND2	protein_coding	1	0	0	0	0	0
ENSG00000143379	1	SETDB1	protein_coding	2155	2120	1887	1572	2117	2063
ENSG00000143418	1	CERS2	protein_coding	3151	2933	2545	3424	3656	3418
ENSG00000143412	1	ANXA9	protein_coding	130	121	103	131	143	129
ENSG00000143409	1	MINDY1	protein_coding	504	583	507	533	597	587
ENSG00000143363	1	PRUNE1	protein_coding	1019	974	943	1024	1119	997
ENSG00000163141	1	BNIPL	protein_coding	27	31	34	23	28	27
ENSG00000143443	1	C1orf56	protein_coding	241	209	192	512	328	302
ENSG00000197622	1	CDC42SE1	protein_coding	3930	3699	3389	3089	3921	3741
ENSG00000213190	1	MLLT11	protein_coding	8580	7756	7625	7804	9044	9117
ENSG00000143458	1	GABPB2	protein_coding	256	252	202	279	253	247
ENSG00000143434	1	SEMA6C	protein_coding	924	940	819	1939	2224	1868
ENSG00000163154	1	TNFAIP8L2	protein_coding	7	5	5	2	5	6
ENSG00000163156	1	SCNM1	protein_coding	923	898	713	1008	1093	1110
ENSG00000163155	1	LYSMD1	protein_coding	698	649	608	505	566	587
ENSG00000163157	1	TMOD4	protein_coding	0	0	0	0	0	0
ENSG00000163159	1	VPS72	protein_coding	2539	2551	2353	2012	2375	2337
ENSG00000143398	1	PIP5K1A	protein_coding	2667	2574	2364	2370	2732	2395
ENSG00000159352	1	PSMD4	protein_coding	5208	5028	4597	5635	6136	5904
ENSG00000143373	1	ZNF687	protein_coding	1911	1833	1545	1828	2214	1924
ENSG00000143393	1	PI4KB	protein_coding	2378	2199	1935	1858	2032	1858
ENSG00000143390	1	RFX5	protein_coding	2663	2482	2284	1697	2057	1792
ENSG00000143416	1	SELENBP1	protein_coding	5	12	7	418	259	180
ENSG00000159377	1	PSMB4	protein_coding	7488	6847	6360	8859	8570	8392
ENSG00000143442	1	POGZ	protein_coding	4196	4096	3760	3376	4691	4723
ENSG00000143375	1	CGN	protein_coding	514	474	425	311	577	671
ENSG00000143367	1	TUFT1	protein_coding	620	579	550	626	776	726
ENSG00000143376	1	SNX27	protein_coding	1606	1570	1401	1230	1643	1470
ENSG00000159409	1	CELF3	protein_coding	5124	5066	3854	1618	2664	2369
ENSG00000178796	1	RIIAD1	protein_coding	135	113	121	77	88	95
ENSG00000143436	1	MRPL9	protein_coding	1407	1326	1262	818	962	1047
ENSG00000143450	1	OAZ3	protein_coding	81	74	63	57	73	68
ENSG00000182134	1	TDRKH	protein_coding	1276	1170	1111	819	1258	1220
ENSG00000213171	1	LINGO4	protein_coding	318	262	197	46	59	48
ENSG00000143365	1	RORC	protein_coding	29	25	24	28	34	35
ENSG00000225556	1	C2CD4D	protein_coding	1	0	1	0	2	1
ENSG00000196407	1	THEM5	protein_coding	7	14	6	8	5	9
ENSG00000159445	1	THEM4	protein_coding	810	759	744	966	1060	993
ENSG00000197747	1	S100A10	protein_coding	17	23	9	278	422	456
ENSG00000163191	1	S100A11	protein_coding	630	540	435	3795	3686	4018
ENSG00000182898	1	TCHHL1	protein_coding	0	0	0	0	0	0
ENSG00000159450	1	TCHH	protein_coding	0	0	0	0	0	0
ENSG00000215853	1	RPTN	protein_coding	0	0	0	0	0	0
ENSG00000197915	1	HRNR	protein_coding	0	0	3	2	3	1
ENSG00000143631	1	FLG	protein_coding	1	1	1	4	3	1
ENSG00000143520	1	FLG2	protein_coding	0	0	0	0	0	0
ENSG00000143536	1	CRNN	protein_coding	0	0	0	0	0	0
ENSG00000186207	1	LCE5A	protein_coding	0	0	0	0	0	0
ENSG00000169509	1	CRCT1	protein_coding	0	0	0	0	0	0
ENSG00000185966	1	LCE3E	protein_coding	0	0	0	0	0	0
ENSG00000163202	1	LCE3D	protein_coding	0	0	0	0	0	0
ENSG00000244057	1	LCE3C	protein_coding	0	0	0	0	0	0
ENSG00000187238	1	LCE3B	protein_coding	0	0	0	0	0	0
ENSG00000185962	1	LCE3A	protein_coding	0	0	0	0	0	0
ENSG00000187223	1	LCE2D	protein_coding	0	0	0	0	0	0
ENSG00000187180	1	LCE2C	protein_coding	0	0	0	0	0	0
ENSG00000159455	1	LCE2B	protein_coding	0	0	0	0	0	0
ENSG00000187173	1	LCE2A	protein_coding	0	0	0	0	0	0
ENSG00000187170	1	LCE4A	protein_coding	0	0	0	0	0	0
ENSG00000198854	1	C1orf68	protein_coding	0	0	0	0	0	0
ENSG00000203786	1	KPRP	protein_coding	0	0	0	0	0	0
ENSG00000240386	1	LCE1F	protein_coding	0	0	0	0	0	0
ENSG00000186226	1	LCE1E	protein_coding	0	0	0	1	0	0
ENSG00000172155	1	LCE1D	protein_coding	0	0	0	0	0	0
ENSG00000197084	1	LCE1C	protein_coding	0	0	0	0	0	0
ENSG00000196734	1	LCE1B	protein_coding	0	0	0	0	0	0
ENSG00000186844	1	LCE1A	protein_coding	0	0	0	0	0	0
ENSG00000235942	1	LCE6A	protein_coding	0	0	0	0	0	0
ENSG00000285946	1	AL162596.1	protein_coding	0	0	0	0	0	0
ENSG00000163206	1	SMCP	protein_coding	0	0	0	0	0	0
ENSG00000163207	1	IVL	protein_coding	0	0	0	0	0	0
ENSG00000283227	1	SPRR5	protein_coding	0	0	0	0	0	0
ENSG00000184148	1	SPRR4	protein_coding	0	0	0	0	0	0
ENSG00000169474	1	SPRR1A	protein_coding	0	0	0	0	0	0
ENSG00000163209	1	SPRR3	protein_coding	0	0	0	0	0	0
ENSG00000169469	1	SPRR1B	protein_coding	0	0	0	0	0	0
ENSG00000163216	1	SPRR2D	protein_coding	0	0	0	0	0	0
ENSG00000241794	1	SPRR2A	protein_coding	0	0	0	0	0	0
ENSG00000196805	1	SPRR2B	protein_coding	0	0	0	0	0	0
ENSG00000203785	1	SPRR2E	protein_coding	0	0	0	0	0	0
ENSG00000244094	1	SPRR2F	protein_coding	0	0	0	0	0	0
ENSG00000159516	1	SPRR2G	protein_coding	0	0	0	0	0	0
ENSG00000203784	1	LELP1	protein_coding	0	0	0	0	0	0
ENSG00000203783	1	PRR9	protein_coding	0	0	0	0	0	0
ENSG00000203782	1	LOR	protein_coding	0	0	0	0	0	0
ENSG00000159527	1	PGLYRP3	protein_coding	0	0	0	0	0	0
ENSG00000163218	1	PGLYRP4	protein_coding	0	0	0	0	0	0
ENSG00000163220	1	S100A9	protein_coding	0	0	0	0	0	0
ENSG00000163221	1	S100A12	protein_coding	0	0	0	0	0	0
ENSG00000143546	1	S100A8	protein_coding	0	0	0	0	0	0
ENSG00000184330	1	S100A7A	protein_coding	0	0	0	0	0	0
ENSG00000197364	1	S100A7L2	protein_coding	0	0	0	0	0	0
ENSG00000143556	1	S100A7	protein_coding	0	0	0	0	0	0
ENSG00000197956	1	S100A6	protein_coding	2317	1941	1649	3005	2365	2522
ENSG00000196420	1	S100A5	protein_coding	0	1	0	0	0	0
ENSG00000196154	1	S100A4	protein_coding	213	191	179	46	54	47
ENSG00000188015	1	S100A3	protein_coding	30	36	31	7	0	1
ENSG00000196754	1	S100A2	protein_coding	22	23	19	17	12	12
ENSG00000188643	1	S100A16	protein_coding	60	38	27	53	28	13
ENSG00000189334	1	S100A14	protein_coding	0	0	2	0	2	0
ENSG00000189171	1	S100A13	protein_coding	45	64	40	84	37	41
ENSG00000160678	1	S100A1	protein_coding	28	32	32	7	6	17
ENSG00000160679	1	CHTOP	protein_coding	2588	2604	2190	1793	2477	2507
ENSG00000143553	1	SNAPIN	protein_coding	1092	1030	944	1326	1347	1168
ENSG00000143621	1	ILF2	protein_coding	8428	7885	7908	5449	7103	6825
ENSG00000169418	1	NPR1	protein_coding	14	6	5	279	62	50
ENSG00000143624	1	INTS3	protein_coding	3379	3320	2947	3554	4739	4550
ENSG00000143554	1	SLC27A3	protein_coding	814	828	694	1840	1153	1333
ENSG00000143614	1	GATAD2B	protein_coding	1539	1500	1507	1328	1621	1556
ENSG00000198837	1	DENND4B	protein_coding	4371	4268	3584	2027	2912	2764
ENSG00000160741	1	CRTC2	protein_coding	1791	1800	1545	2125	2208	2191
ENSG00000143570	1	SLC39A1	protein_coding	81	78	69	86	85	70
ENSG00000285779	1	AL358472.7	protein_coding	0	0	0	0	0	0
ENSG00000143578	1	CREB3L4	protein_coding	456	361	358	346	293	308
ENSG00000143543	1	JTB	protein_coding	382	310	360	307	301	289
ENSG00000285641	1	AL358472.6	protein_coding	3	2	2	0	3	5
ENSG00000143545	1	RAB13	protein_coding	476	437	456	973	754	666
ENSG00000177954	1	RPS27	protein_coding	845	691	762	690	689	741
ENSG00000143552	1	NUP210L	protein_coding	3	6	4	2	3	2
ENSG00000143549	1	TPM3	protein_coding	15022	14347	12974	16346	20420	21330
ENSG00000163263	1	C1orf189	protein_coding	1	0	0	1	0	2
ENSG00000143612	1	C1orf43	protein_coding	6813	6335	6123	5401	6396	6194
ENSG00000143569	1	UBAP2L	protein_coding	9518	9421	8654	7299	10287	10228
ENSG00000143575	1	HAX1	protein_coding	1781	1721	1622	1919	2056	2139
ENSG00000143595	1	AQP10	protein_coding	222	210	179	88	89	124
ENSG00000143515	1	ATP8B2	protein_coding	3335	3276	2813	2928	3354	3208
ENSG00000160712	1	IL6R	protein_coding	37	37	24	54	22	20
ENSG00000169291	1	SHE	protein_coding	1	0	1	2	6	10
ENSG00000163239	1	TDRD10	protein_coding	0	1	0	3	6	12
ENSG00000160714	1	UBE2Q1	protein_coding	3938	3792	3488	3502	3829	3703
ENSG00000160716	1	CHRNB2	protein_coding	5189	5001	4138	1263	2682	2757
ENSG00000160710	1	ADAR	protein_coding	12620	11753	11012	9177	11525	10743
ENSG00000143603	1	KCNN3	protein_coding	116	115	115	218	266	253
ENSG00000163344	1	PMVK	protein_coding	1571	1523	1302	1477	1598	1531
ENSG00000163346	1	PBXIP1	protein_coding	1777	1688	1447	23720	9988	7683
ENSG00000163348	1	PYGO2	protein_coding	2811	2793	2400	3278	3633	3431
ENSG00000160691	1	SHC1	protein_coding	15686	15083	12248	18383	22341	20804
ENSG00000173207	1	CKS1B	protein_coding	1776	1632	1676	844	1411	1305
ENSG00000160688	1	FLAD1	protein_coding	1847	1788	1623	1361	1692	1655
ENSG00000163352	1	LENEP	protein_coding	2	6	1	2	4	3
ENSG00000160685	1	ZBTB7B	protein_coding	1708	1642	1327	1648	1691	1331
ENSG00000163354	1	DCST2	protein_coding	31	36	33	118	71	72
ENSG00000163357	1	DCST1	protein_coding	72	86	48	56	65	67
ENSG00000143537	1	ADAM15	protein_coding	3531	3372	2836	5390	3280	2969
ENSG00000243364	1	EFNA4	protein_coding	138	127	130	772	700	620
ENSG00000251246	1	AL691442.1	protein_coding	0	0	1	1	5	0
ENSG00000143590	1	EFNA3	protein_coding	226	218	181	829	614	430
ENSG00000169242	1	EFNA1	protein_coding	847	832	672	695	668	504
ENSG00000169241	1	SLC50A1	protein_coding	1107	1011	826	3264	2355	2195
ENSG00000179085	1	DPM3	protein_coding	375	339	252	976	563	514
ENSG00000163463	1	KRTCAP2	protein_coding	205	237	187	221	287	257
ENSG00000273088	1	AL713999.1	protein_coding	0	0	0	0	0	0
ENSG00000163462	1	TRIM46	protein_coding	1700	1748	1417	1576	2339	2166
ENSG00000185499	1	MUC1	protein_coding	178	194	131	345	281	244
ENSG00000169231	1	THBS3	protein_coding	1868	1917	1592	4153	3227	2879
ENSG00000173171	1	MTX1	protein_coding	758	718	626	786	745	715
ENSG00000177628	1	GBA	protein_coding	1784	1747	1567	3620	1660	1693
ENSG00000160767	1	FAM189B	protein_coding	2210	2258	1821	1852	2491	2193
ENSG00000116521	1	SCAMP3	protein_coding	2947	2981	2434	5199	4186	4129
ENSG00000176444	1	CLK2	protein_coding	2545	2644	2256	1770	2258	2277
ENSG00000143630	1	HCN3	protein_coding	1217	1335	1100	543	864	878
ENSG00000143627	1	PKLR	protein_coding	3	3	0	1	1	3
ENSG00000160752	1	FDPS	protein_coding	2228	2012	1898	2548	2935	2859
ENSG00000160753	1	RUSC1	protein_coding	3142	3091	2375	5047	5256	4697
ENSG00000116539	1	ASH1L	protein_coding	3590	3295	3176	2111	3184	2953
ENSG00000125459	1	MSTO1	protein_coding	664	678	585	633	709	795
ENSG00000163374	1	YY1AP1	protein_coding	1253	1259	1239	942	1201	1228
ENSG00000132676	1	DAP3	protein_coding	3733	3564	3181	2689	3128	2942
ENSG00000116580	1	GON4L	protein_coding	2952	2880	2569	2122	3145	2935
ENSG00000132718	1	SYT11	protein_coding	8515	8176	7582	6832	8809	10165
ENSG00000143622	1	RIT1	protein_coding	791	708	621	2137	2243	2041
ENSG00000132680	1	KHDC4	protein_coding	2784	2665	2168	2117	2658	2681
ENSG00000173080	1	RXFP4	protein_coding	2	2	3	0	1	3
ENSG00000116584	1	ARHGEF2	protein_coding	2447	2479	2128	2295	3088	2630
ENSG00000163479	1	SSR2	protein_coding	7714	7312	6568	20678	12696	11573
ENSG00000160803	1	UBQLN4	protein_coding	5080	5008	4355	3519	4440	4230
ENSG00000116586	1	LAMTOR2	protein_coding	1576	1277	1125	2135	1839	1761
ENSG00000132698	1	RAB25	protein_coding	20	22	16	19	16	29
ENSG00000254726	1	MEX3A	protein_coding	9601	9550	8533	6310	9359	8554
ENSG00000160789	1	LMNA	protein_coding	7057	6954	5545	10571	11620	11335
ENSG00000196189	1	SEMA4A	protein_coding	62	67	39	127	117	108
ENSG00000160785	1	SLC25A44	protein_coding	2205	2119	1910	1563	2132	1907
ENSG00000260238	1	PMF1-BGLAP	protein_coding	5	5	4	2	7	3
ENSG00000160783	1	PMF1	protein_coding	361	319	293	212	232	265
ENSG00000242252	1	BGLAP	protein_coding	10	14	14	11	9	20
ENSG00000160781	1	PAQR6	protein_coding	702	716	541	1292	1302	1233
ENSG00000198952	1	SMG5	protein_coding	4821	4963	3979	3316	4790	4646
ENSG00000163472	1	TMEM79	protein_coding	294	294	240	358	316	305
ENSG00000198715	1	GLMP	protein_coding	1252	1141	958	2749	1464	1290
ENSG00000189030	1	VHLL	protein_coding	1	0	0	0	0	0
ENSG00000163468	1	CCT3	protein_coding	12503	11934	11750	8202	12393	11511
ENSG00000163467	1	TSACC	protein_coding	27	28	24	62	98	93
ENSG00000132677	1	RHBG	protein_coding	4	9	11	22	59	42
ENSG00000125462	1	C1orf61	protein_coding	473	452	372	170	328	279
ENSG00000116604	1	MEF2D	protein_coding	1740	1662	1303	2431	2761	2357
ENSG00000183856	1	IQGAP3	protein_coding	4057	4249	4092	768	1658	1633
ENSG00000187862	1	TTC24	protein_coding	1	2	2	1	4	2
ENSG00000163382	1	NAXE	protein_coding	3025	2858	2358	4752	3954	3720
ENSG00000160818	1	GPATCH4	protein_coding	3271	2995	2894	1604	2206	2158
ENSG00000132702	1	HAPLN2	protein_coding	19	26	14	63	35	31
ENSG00000132692	1	BCAN	protein_coding	380	371	260	383	345	311
ENSG00000132688	1	NES	protein_coding	11204	10977	9917	11098	15050	14776
ENSG00000143320	1	CRABP2	protein_coding	194	206	195	9118	9570	9315
ENSG00000143319	1	ISG20L2	protein_coding	3635	3578	3122	2523	3307	3139
ENSG00000143303	1	RRNAD1	protein_coding	997	974	699	1093	998	967
ENSG00000143314	1	MRPL24	protein_coding	2250	1987	1757	1790	1885	1874
ENSG00000143321	1	HDGF	protein_coding	12681	12534	11454	5161	7240	6456
ENSG00000143294	1	PRCC	protein_coding	4290	4088	3483	2495	3050	3047
ENSG00000027869	1	SH2D2A	protein_coding	22	16	12	10	9	9
ENSG00000198400	1	NTRK1	protein_coding	3168	2825	2083	1517	1584	1847
ENSG00000027644	1	INSRR	protein_coding	3432	3205	2537	1393	2002	2152
ENSG00000187800	1	PEAR1	protein_coding	1081	1100	919	311	442	474
ENSG00000160838	1	LRRC71	protein_coding	133	167	115	109	167	143
ENSG00000132694	1	ARHGEF11	protein_coding	3554	3516	3006	2750	3168	2850
ENSG00000253831	1	ETV3L	protein_coding	0	0	0	0	0	0
ENSG00000117036	1	ETV3	protein_coding	1196	1142	1070	1006	1411	1346
ENSG00000143297	1	FCRL5	protein_coding	0	0	0	0	0	0
ENSG00000163518	1	FCRL4	protein_coding	0	0	0	0	0	0
ENSG00000160856	1	FCRL3	protein_coding	0	0	0	0	0	0
ENSG00000132704	1	FCRL2	protein_coding	0	0	0	0	0	0
ENSG00000163534	1	FCRL1	protein_coding	0	0	0	0	0	0
ENSG00000073754	1	CD5L	protein_coding	0	0	0	0	0	0
ENSG00000183853	1	KIRREL1	protein_coding	4	3	6	1305	926	728
ENSG00000158473	1	CD1D	protein_coding	0	0	0	0	0	0
ENSG00000158477	1	CD1A	protein_coding	0	0	0	0	0	0
ENSG00000158481	1	CD1C	protein_coding	0	0	0	0	0	0
ENSG00000158485	1	CD1B	protein_coding	0	0	0	0	0	0
ENSG00000158488	1	CD1E	protein_coding	0	0	0	0	0	0
ENSG00000186306	1	OR10T2	protein_coding	0	0	0	0	0	0
ENSG00000180708	1	OR10K2	protein_coding	0	0	0	0	0	0
ENSG00000173285	1	OR10K1	protein_coding	0	0	0	0	0	0
ENSG00000198965	1	OR10R2	protein_coding	0	0	0	0	0	0
ENSG00000197532	1	OR6Y1	protein_coding	0	0	0	0	0	0
ENSG00000186440	1	OR6P1	protein_coding	0	0	0	0	0	0
ENSG00000279111	1	OR10X1	protein_coding	0	0	0	0	0	0
ENSG00000198967	1	OR10Z1	protein_coding	0	0	0	0	0	0
ENSG00000163554	1	SPTA1	protein_coding	0	0	0	0	0	0
ENSG00000196171	1	OR6K2	protein_coding	0	0	0	0	0	0
ENSG00000203757	1	OR6K3	protein_coding	2	0	0	0	0	0
ENSG00000197403	1	OR6N1	protein_coding	0	0	0	0	0	0
ENSG00000180433	1	OR6K6	protein_coding	0	0	0	0	0	0
ENSG00000188340	1	OR6N2	protein_coding	0	0	0	0	0	0
ENSG00000163563	1	MNDA	protein_coding	0	0	0	0	0	0
ENSG00000163564	1	PYHIN1	protein_coding	0	0	0	0	0	0
ENSG00000163565	1	IFI16	protein_coding	0	0	2	2	0	1
ENSG00000163568	1	AIM2	protein_coding	0	0	0	0	0	0
ENSG00000162706	1	CADM3	protein_coding	3	2	4	2	4	1
ENSG00000213088	1	ACKR1	protein_coding	0	0	0	0	0	0
ENSG00000179639	1	FCER1A	protein_coding	1	0	0	0	0	0
ENSG00000196184	1	OR10J1	protein_coding	0	0	0	0	0	0
ENSG00000184155	1	OR10J5	protein_coding	0	0	0	0	0	0
ENSG00000132703	1	APCS	protein_coding	0	0	0	0	0	0
ENSG00000132693	1	CRP	protein_coding	0	0	0	0	0	0
ENSG00000158716	1	DUSP23	protein_coding	628	573	483	565	532	539
ENSG00000181036	1	FCRL6	protein_coding	0	0	2	3	2	4
ENSG00000158714	1	SLAMF8	protein_coding	0	0	0	0	0	0
ENSG00000256029	1	AL590560.1	protein_coding	12	12	13	33	40	40
ENSG00000243284	1	VSIG8	protein_coding	2	1	0	2	2	0
ENSG00000213085	1	CFAP45	protein_coding	13	8	20	4	13	8
ENSG00000158710	1	TAGLN2	protein_coding	10608	10476	8861	7731	10230	10284
ENSG00000085552	1	IGSF9	protein_coding	1882	1896	1451	1103	2312	1904
ENSG00000162723	1	SLAMF9	protein_coding	0	0	0	0	0	0
ENSG00000177807	1	KCNJ10	protein_coding	8	9	4	7	16	13
ENSG00000143315	1	PIGM	protein_coding	1270	1197	1085	1093	1375	1337
ENSG00000162728	1	KCNJ9	protein_coding	51	52	63	39	55	79
ENSG00000162729	1	IGSF8	protein_coding	2177	2187	1534	7776	4988	4369
ENSG00000018625	1	ATP1A2	protein_coding	1	0	0	0	1	0
ENSG00000132681	1	ATP1A4	protein_coding	1	0	1	1	1	0
ENSG00000143318	1	CASQ1	protein_coding	5	5	6	8	7	7
ENSG00000162734	1	PEA15	protein_coding	4269	4184	3639	3410	3791	3699
ENSG00000132716	1	DCAF8	protein_coding	1324	1211	1149	1344	1399	1398
ENSG00000258465	1	AL139011.2	protein_coding	1	1	2	0	1	0
ENSG00000162735	1	PEX19	protein_coding	1398	1331	1268	1974	1680	1770
ENSG00000122218	1	COPA	protein_coding	7065	6859	6386	9787	11162	10354
ENSG00000162736	1	NCSTN	protein_coding	2962	2907	2606	8898	5260	5094
ENSG00000171786	1	NHLH1	protein_coding	10	11	7	14	40	30
ENSG00000162738	1	VANGL2	protein_coding	3889	3827	3412	3396	4253	3719
ENSG00000162739	1	SLAMF6	protein_coding	0	0	0	0	0	0
ENSG00000066294	1	CD84	protein_coding	0	1	0	0	0	0
ENSG00000117090	1	SLAMF1	protein_coding	0	0	0	0	0	0
ENSG00000117091	1	CD48	protein_coding	0	0	0	0	0	0
ENSG00000026751	1	SLAMF7	protein_coding	0	0	0	0	0	0
ENSG00000122224	1	LY9	protein_coding	0	0	0	0	0	0
ENSG00000122223	1	CD244	protein_coding	0	0	0	0	0	0
ENSG00000179914	1	ITLN1	protein_coding	0	0	0	0	0	0
ENSG00000158764	1	ITLN2	protein_coding	0	0	0	0	0	0
ENSG00000158769	1	F11R	protein_coding	257	284	217	423	435	413
ENSG00000270149	1	AL591806.3	protein_coding	30	38	32	26	40	45
ENSG00000215845	1	TSTD1	protein_coding	378	323	289	246	269	303
ENSG00000158773	1	USF1	protein_coding	1618	1592	1361	1084	1299	1227
ENSG00000186517	1	ARHGAP30	protein_coding	36	49	35	42	24	37
ENSG00000143217	1	NECTIN4	protein_coding	60	66	48	24	13	22
ENSG00000162755	1	KLHDC9	protein_coding	53	47	46	114	62	46
ENSG00000143256	1	PFDN2	protein_coding	3466	3140	2733	3087	3571	3507
ENSG00000158793	1	NIT1	protein_coding	791	758	614	1376	1185	1230
ENSG00000158796	1	DEDD	protein_coding	1087	1011	910	1070	1224	1210
ENSG00000143222	1	UFC1	protein_coding	1798	1716	1770	1583	1370	1383
ENSG00000143258	1	USP21	protein_coding	1452	1489	1257	1159	1383	1330
ENSG00000143224	1	PPOX	protein_coding	878	817	808	967	902	869
ENSG00000158850	1	B4GALT3	protein_coding	2242	2151	1825	2523	2141	1917
ENSG00000158859	1	ADAMTS4	protein_coding	1385	1317	1167	593	875	813
ENSG00000158864	1	NDUFS2	protein_coding	4244	4162	3662	3555	4427	4244
ENSG00000158869	1	FCER1G	protein_coding	8	6	4	8	6	9
ENSG00000158874	1	APOA2	protein_coding	0	0	0	0	1	0
ENSG00000158882	1	TOMM40L	protein_coding	739	737	617	472	617	529
ENSG00000143257	1	NR1I3	protein_coding	24	20	22	19	19	30
ENSG00000248485	1	PCP4L1	protein_coding	7	3	2	10	23	20
ENSG00000158887	1	MPZ	protein_coding	42	35	23	55	53	41
ENSG00000143252	1	SDHC	protein_coding	2452	2273	2151	2565	3006	3003
ENSG00000188931	1	CFAP126	protein_coding	0	0	0	0	0	0
ENSG00000143226	1	FCGR2A	protein_coding	0	0	0	0	0	0
ENSG00000173110	1	HSPA6	protein_coding	0	1	0	0	0	4
ENSG00000203747	1	FCGR3A	protein_coding	0	0	0	0	0	0
ENSG00000162747	1	FCGR3B	protein_coding	0	0	0	0	0	0
ENSG00000072694	1	FCGR2B	protein_coding	0	0	0	0	0	0
ENSG00000132185	1	FCRLA	protein_coding	0	0	0	0	0	0
ENSG00000162746	1	FCRLB	protein_coding	9	6	5	8	7	9
ENSG00000081721	1	DUSP12	protein_coding	943	915	793	597	806	828
ENSG00000118217	1	ATF6	protein_coding	1548	1477	1454	1911	1945	1943
ENSG00000162745	1	OLFML2B	protein_coding	4	6	11	54	95	74
ENSG00000198929	1	NOS1AP	protein_coding	197	233	212	52	133	116
ENSG00000254706	1	AL512785.2	protein_coding	0	0	0	0	0	1
ENSG00000239887	1	C1orf226	protein_coding	237	273	240	147	237	206
ENSG00000171722	1	SPATA46	protein_coding	112	129	101	23	45	38
